"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","06.01.2021 06:00 - 06.01.2021 07:00 (CET)","503","n/e","n/e","69","184","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","189","425"
"BZN|DK2","06.01.2021 07:00 - 06.01.2021 08:00 (CET)","595","n/e","n/e","111","191","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","258","440"
"BZN|DK2","06.01.2021 08:00 - 06.01.2021 09:00 (CET)","622","n/e","n/e","139","172","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","275","439"
"BZN|DK2","06.01.2021 09:00 - 06.01.2021 10:00 (CET)","621","n/e","n/e","140","173","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","64","279","423"
"BZN|DK2","06.01.2021 10:00 - 06.01.2021 11:00 (CET)","628","n/e","n/e","140","140","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","63","284","414"
"BZN|DK2","06.01.2021 11:00 - 06.01.2021 12:00 (CET)","632","n/e","n/e","121","141","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","68","278","398"
"BZN|DK2","06.01.2021 12:00 - 06.01.2021 13:00 (CET)","625","n/e","n/e","121","143","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","73","262","393"
"BZN|DK2","06.01.2021 13:00 - 06.01.2021 14:00 (CET)","619","n/e","n/e","122","139","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","76","245","390"
"BZN|DK2","06.01.2021 14:00 - 06.01.2021 15:00 (CET)","621","n/e","n/e","163","160","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","80","231","384"
"BZN|DK2","06.01.2021 15:00 - 06.01.2021 16:00 (CET)","602","n/e","n/e","171","162","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","79","250","372"
"BZN|DK2","06.01.2021 16:00 - 06.01.2021 17:00 (CET)","526","n/e","n/e","178","167","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","232","345"
"BZN|DK2","06.01.2021 17:00 - 06.01.2021 18:00 (CET)","593","n/e","n/e","182","174","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","165","315"
"BZN|DK2","06.01.2021 18:00 - 06.01.2021 19:00 (CET)","604","n/e","n/e","186","179","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","140","286"
"BZN|DK2","06.01.2021 19:00 - 06.01.2021 20:00 (CET)","528","n/e","n/e","187","187","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","114","257"
"BZN|DK2","06.01.2021 20:00 - 06.01.2021 21:00 (CET)","528","n/e","n/e","129","190","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","96","245"
"BZN|DK2","06.01.2021 21:00 - 06.01.2021 22:00 (CET)","527","n/e","n/e","119","190","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","91","231"
"BZN|DK2","06.01.2021 22:00 - 06.01.2021 23:00 (CET)","524","n/e","n/e","80","183","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","77","221"
"BZN|DK2","06.01.2021 23:00 - 07.01.2021 00:00 (CET)","520","n/e","n/e","68","182","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","67","220"
"BZN|DK2","07.01.2021 00:00 - 07.01.2021 01:00 (CET)","494","n/e","n/e","86","181","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","56","204"
"BZN|DK2","07.01.2021 01:00 - 07.01.2021 02:00 (CET)","501","n/e","n/e","68","166","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","60","193"
"BZN|DK2","07.01.2021 02:00 - 07.01.2021 03:00 (CET)","502","n/e","n/e","66","163","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","58","181"
"BZN|DK2","07.01.2021 03:00 - 07.01.2021 04:00 (CET)","497","n/e","n/e","66","164","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","49","169"
"BZN|DK2","07.01.2021 04:00 - 07.01.2021 05:00 (CET)","496","n/e","n/e","56","148","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","26","162"
"BZN|DK2","07.01.2021 05:00 - 07.01.2021 06:00 (CET)","512","n/e","n/e","32","109","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","26","171"
"BZN|DK2","07.01.2021 06:00 - 07.01.2021 07:00 (CET)","584","n/e","n/e","36","115","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","19","169"
"BZN|DK2","07.01.2021 07:00 - 07.01.2021 08:00 (CET)","593","n/e","n/e","69","131","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","13","171"
"BZN|DK2","07.01.2021 08:00 - 07.01.2021 09:00 (CET)","613","n/e","n/e","116","136","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","12","160"
"BZN|DK2","07.01.2021 09:00 - 07.01.2021 10:00 (CET)","658","n/e","n/e","166","133","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","73","10","141"
"BZN|DK2","07.01.2021 10:00 - 07.01.2021 11:00 (CET)","668","n/e","n/e","194","136","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","75","7","116"
"BZN|DK2","07.01.2021 11:00 - 07.01.2021 12:00 (CET)","654","n/e","n/e","214","207","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","82","4","101"
"BZN|DK2","07.01.2021 12:00 - 07.01.2021 13:00 (CET)","652","n/e","n/e","214","222","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","83","3","92"
"BZN|DK2","07.01.2021 13:00 - 07.01.2021 14:00 (CET)","630","n/e","n/e","219","224","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","82","3","90"
"BZN|DK2","07.01.2021 14:00 - 07.01.2021 15:00 (CET)","608","n/e","n/e","233","221","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","84","2","87"
"BZN|DK2","07.01.2021 15:00 - 07.01.2021 16:00 (CET)","609","n/e","n/e","195","217","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","83","1","93"
"BZN|DK2","07.01.2021 16:00 - 07.01.2021 17:00 (CET)","599","n/e","n/e","186","219","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","5","92"
"BZN|DK2","07.01.2021 17:00 - 07.01.2021 18:00 (CET)","656","n/e","n/e","185","208","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","23","103"
"BZN|DK2","07.01.2021 18:00 - 07.01.2021 19:00 (CET)","569","n/e","n/e","187","195","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","51","94"
"BZN|DK2","07.01.2021 19:00 - 07.01.2021 20:00 (CET)","558","n/e","n/e","167","211","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","63","72"
"BZN|DK2","07.01.2021 20:00 - 07.01.2021 21:00 (CET)","547","n/e","n/e","169","215","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","47","59"
"BZN|DK2","07.01.2021 21:00 - 07.01.2021 22:00 (CET)","551","n/e","n/e","107","202","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","36","54"
"BZN|DK2","07.01.2021 22:00 - 07.01.2021 23:00 (CET)","570","n/e","n/e","101","201","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","30","45"
"BZN|DK2","07.01.2021 23:00 - 08.01.2021 00:00 (CET)","585","n/e","n/e","101","201","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","18","44"
"BZN|DK2","08.01.2021 00:00 - 08.01.2021 01:00 (CET)","531","n/e","n/e","100","200","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","18","44"
"BZN|DK2","08.01.2021 01:00 - 08.01.2021 02:00 (CET)","530","n/e","n/e","100","201","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","13","49"
"BZN|DK2","08.01.2021 02:00 - 08.01.2021 03:00 (CET)","534","n/e","n/e","99","199","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","21","50"
"BZN|DK2","08.01.2021 03:00 - 08.01.2021 04:00 (CET)","524","n/e","n/e","99","198","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","24","56"
"BZN|DK2","08.01.2021 04:00 - 08.01.2021 05:00 (CET)","523","n/e","n/e","97","196","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","23","53"
"BZN|DK2","08.01.2021 05:00 - 08.01.2021 06:00 (CET)","528","n/e","n/e","99","198","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","19","50"
"BZN|DK2","08.01.2021 06:00 - 08.01.2021 07:00 (CET)","609","n/e","n/e","105","207","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","15","62"
"BZN|DK2","08.01.2021 07:00 - 08.01.2021 08:00 (CET)","681","n/e","n/e","110","215","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","19","72"
"BZN|DK2","08.01.2021 08:00 - 08.01.2021 09:00 (CET)","663","n/e","n/e","143","221","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","25","83"
"BZN|DK2","08.01.2021 09:00 - 08.01.2021 10:00 (CET)","670","n/e","n/e","172","222","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","83","21","92"
"BZN|DK2","08.01.2021 10:00 - 08.01.2021 11:00 (CET)","666","n/e","n/e","156","221","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","82","28","104"
"BZN|DK2","08.01.2021 11:00 - 08.01.2021 12:00 (CET)","683","n/e","n/e","160","222","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","82","69","98"
"BZN|DK2","08.01.2021 12:00 - 08.01.2021 13:00 (CET)","672","n/e","n/e","175","227","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","84","91","96"
"BZN|DK2","08.01.2021 13:00 - 08.01.2021 14:00 (CET)","675","n/e","n/e","166","224","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","81","93","97"
"BZN|DK2","08.01.2021 14:00 - 08.01.2021 15:00 (CET)","681","n/e","n/e","156","221","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","82","86","100"
"BZN|DK2","08.01.2021 15:00 - 08.01.2021 16:00 (CET)","688","n/e","n/e","161","216","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","83","61","99"
"BZN|DK2","08.01.2021 16:00 - 08.01.2021 17:00 (CET)","696","n/e","n/e","187","216","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","81","89"
"BZN|DK2","08.01.2021 17:00 - 08.01.2021 18:00 (CET)","621","n/e","n/e","197","218","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","55","106"
"BZN|DK2","08.01.2021 18:00 - 08.01.2021 19:00 (CET)","676","n/e","n/e","189","216","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","49","109"
"BZN|DK2","08.01.2021 19:00 - 08.01.2021 20:00 (CET)","631","n/e","n/e","139","211","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","45","93"
"BZN|DK2","08.01.2021 20:00 - 08.01.2021 21:00 (CET)","568","n/e","n/e","136","207","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","17","88"
"BZN|DK2","08.01.2021 21:00 - 08.01.2021 22:00 (CET)","526","n/e","n/e","133","202","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","19","97"
"BZN|DK2","08.01.2021 22:00 - 08.01.2021 23:00 (CET)","518","n/e","n/e","134","199","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","33","100"
"BZN|DK2","08.01.2021 23:00 - 09.01.2021 00:00 (CET)","342","n/e","n/e","132","201","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","42","98"
"BZN|DK2","09.01.2021 00:00 - 09.01.2021 01:00 (CET)","245","n/e","n/e","129","197","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","56","84"
"BZN|DK2","09.01.2021 01:00 - 09.01.2021 02:00 (CET)","242","n/e","n/e","127","193","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","46","75"
"BZN|DK2","09.01.2021 02:00 - 09.01.2021 03:00 (CET)","247","n/e","n/e","127","193","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","37","78"
"BZN|DK2","09.01.2021 03:00 - 09.01.2021 04:00 (CET)","247","n/e","n/e","128","194","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","41","99"
"BZN|DK2","09.01.2021 04:00 - 09.01.2021 05:00 (CET)","245","n/e","n/e","128","194","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","41","105"
"BZN|DK2","09.01.2021 05:00 - 09.01.2021 06:00 (CET)","245","n/e","n/e","129","195","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","39","103"
"BZN|DK2","09.01.2021 06:00 - 09.01.2021 07:00 (CET)","244","n/e","n/e","130","198","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","44","88"
"BZN|DK2","09.01.2021 07:00 - 09.01.2021 08:00 (CET)","244","n/e","n/e","134","203","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","48","76"
"BZN|DK2","09.01.2021 08:00 - 09.01.2021 09:00 (CET)","235","n/e","n/e","136","208","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","62","52"
"BZN|DK2","09.01.2021 09:00 - 09.01.2021 10:00 (CET)","244","n/e","n/e","166","213","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","79","40","43"
"BZN|DK2","09.01.2021 10:00 - 09.01.2021 11:00 (CET)","240","n/e","n/e","199","215","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","28","75","32","43"
"BZN|DK2","09.01.2021 11:00 - 09.01.2021 12:00 (CET)","243","n/e","n/e","221","215","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","77","40","30"
"BZN|DK2","09.01.2021 12:00 - 09.01.2021 13:00 (CET)","240","n/e","n/e","261","217","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","63","75","29","27"
"BZN|DK2","09.01.2021 13:00 - 09.01.2021 14:00 (CET)","235","n/e","n/e","246","216","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","74","22","22"
"BZN|DK2","09.01.2021 14:00 - 09.01.2021 15:00 (CET)","239","n/e","n/e","218","214","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31","73","22","19"
"BZN|DK2","09.01.2021 15:00 - 09.01.2021 16:00 (CET)","239","n/e","n/e","209","214","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","75","13","18"
"BZN|DK2","09.01.2021 16:00 - 09.01.2021 17:00 (CET)","240","n/e","n/e","242","223","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","2","17"
"BZN|DK2","09.01.2021 17:00 - 09.01.2021 18:00 (CET)","242","n/e","n/e","274","231","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","3","17"
"BZN|DK2","09.01.2021 18:00 - 09.01.2021 19:00 (CET)","245","n/e","n/e","277","231","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","5","15"
"BZN|DK2","09.01.2021 19:00 - 09.01.2021 20:00 (CET)","244","n/e","n/e","270","227","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","1","15"
"BZN|DK2","09.01.2021 20:00 - 09.01.2021 21:00 (CET)","243","n/e","n/e","245","213","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","0","14"
"BZN|DK2","09.01.2021 21:00 - 09.01.2021 22:00 (CET)","241","n/e","n/e","211","208","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","0","15"
"BZN|DK2","09.01.2021 22:00 - 09.01.2021 23:00 (CET)","243","n/e","n/e","197","203","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","0","15"
"BZN|DK2","09.01.2021 23:00 - 10.01.2021 00:00 (CET)","244","n/e","n/e","194","200","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","0","24"
"BZN|DK2","10.01.2021 00:00 - 10.01.2021 01:00 (CET)","236","n/e","n/e","137","199","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","0","32"
"BZN|DK2","10.01.2021 01:00 - 10.01.2021 02:00 (CET)","237","n/e","n/e","132","196","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","1","51"
"BZN|DK2","10.01.2021 02:00 - 10.01.2021 03:00 (CET)","230","n/e","n/e","129","191","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","17","90"
"BZN|DK2","10.01.2021 03:00 - 10.01.2021 04:00 (CET)","232","n/e","n/e","129","191","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","71","61","126"
"BZN|DK2","10.01.2021 04:00 - 10.01.2021 05:00 (CET)","229","n/e","n/e","129","191","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","69","59","155"
"BZN|DK2","10.01.2021 05:00 - 10.01.2021 06:00 (CET)","230","n/e","n/e","129","191","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","90","192"
"BZN|DK2","10.01.2021 06:00 - 10.01.2021 07:00 (CET)","234","n/e","n/e","131","195","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","148","248"
"BZN|DK2","10.01.2021 07:00 - 10.01.2021 08:00 (CET)","234","n/e","n/e","130","193","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","188","298"
"BZN|DK2","10.01.2021 08:00 - 10.01.2021 09:00 (CET)","236","n/e","n/e","132","197","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","62","253","361"
"BZN|DK2","10.01.2021 09:00 - 10.01.2021 10:00 (CET)","234","n/e","n/e","159","206","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","63","270","401"
"BZN|DK2","10.01.2021 10:00 - 10.01.2021 11:00 (CET)","232","n/e","n/e","187","206","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","69","255","420"
"BZN|DK2","10.01.2021 11:00 - 10.01.2021 12:00 (CET)","231","n/e","n/e","183","203","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","68","299","430"
"BZN|DK2","10.01.2021 12:00 - 10.01.2021 13:00 (CET)","233","n/e","n/e","179","203","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","68","351","443"
"BZN|DK2","10.01.2021 13:00 - 10.01.2021 14:00 (CET)","234","n/e","n/e","178","201","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","74","356","428"
"BZN|DK2","10.01.2021 14:00 - 10.01.2021 15:00 (CET)","236","n/e","n/e","180","203","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","74","362","400"
"BZN|DK2","10.01.2021 15:00 - 10.01.2021 16:00 (CET)","235","n/e","n/e","179","203","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","73","360","395"
"BZN|DK2","10.01.2021 16:00 - 10.01.2021 17:00 (CET)","237","n/e","n/e","190","205","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","358","377"
"BZN|DK2","10.01.2021 17:00 - 10.01.2021 18:00 (CET)","238","n/e","n/e","201","209","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","345","361"
"BZN|DK2","10.01.2021 18:00 - 10.01.2021 19:00 (CET)","240","n/e","n/e","202","210","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","357","313"
"BZN|DK2","10.01.2021 19:00 - 10.01.2021 20:00 (CET)","238","n/e","n/e","194","207","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","340","269"
"BZN|DK2","10.01.2021 20:00 - 10.01.2021 21:00 (CET)","238","n/e","n/e","138","202","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","295","224"
"BZN|DK2","10.01.2021 21:00 - 10.01.2021 22:00 (CET)","229","n/e","n/e","136","199","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","261","195"
"BZN|DK2","10.01.2021 22:00 - 10.01.2021 23:00 (CET)","235","n/e","n/e","134","196","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","182","148"
"BZN|DK2","10.01.2021 23:00 - 11.01.2021 00:00 (CET)","235","n/e","n/e","133","196","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","144","102"
"BZN|DK2","11.01.2021 00:00 - 11.01.2021 01:00 (CET)","234","n/e","n/e","132","194","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","96","78"
"BZN|DK2","11.01.2021 01:00 - 11.01.2021 02:00 (CET)","238","n/e","n/e","132","194","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","70","87"
"BZN|DK2","11.01.2021 02:00 - 11.01.2021 03:00 (CET)","237","n/e","n/e","131","193","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","72","45","98"
"BZN|DK2","11.01.2021 03:00 - 11.01.2021 04:00 (CET)","238","n/e","n/e","129","190","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","90","119"
"BZN|DK2","11.01.2021 04:00 - 11.01.2021 05:00 (CET)","239","n/e","n/e","131","193","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","205","234"
"BZN|DK2","11.01.2021 05:00 - 11.01.2021 06:00 (CET)","237","n/e","n/e","130","191","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","263","290"
"BZN|DK2","11.01.2021 06:00 - 11.01.2021 07:00 (CET)","240","n/e","n/e","132","196","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","303","371"
"BZN|DK2","11.01.2021 07:00 - 11.01.2021 08:00 (CET)","243","n/e","n/e","158","195","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","347","465"
"BZN|DK2","11.01.2021 08:00 - 11.01.2021 09:00 (CET)","240","n/e","n/e","212","197","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","366","533"
"BZN|DK2","11.01.2021 09:00 - 11.01.2021 10:00 (CET)","243","n/e","n/e","208","203","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","81","373","569"
"BZN|DK2","11.01.2021 10:00 - 11.01.2021 11:00 (CET)","243","n/e","n/e","196","198","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","82","373","585"
"BZN|DK2","11.01.2021 11:00 - 11.01.2021 12:00 (CET)","246","n/e","n/e","195","196","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","81","373","612"
